Date,AT,BA,BE,BG,CH,CY,CZ,DE,DK,EE,ES,FI,FR,GB,GR,HR,HU,IE,IS,IT,LT,LU,LV,ME,MK,NI,NL,NO,PL,PT,RO,RS,SE,SI,SK
2020/2/14,196398.5,33963.83,252572.085,126791,192882.28,13365.53,210341.38,1519013.948,101724.52,26696,719975,259875.9,1511169,945327.5,151990.18,50200,133114.105,91534.54,55039.17,863549,36615.56,15992.88,22065,10502,22541,27434,338820.6625,461977.34,523021.23,150520.4,185040,128859,467034,41640.06,89754
2020/2/15,167395.2,34851.5,225430.2275,116728,172148.27,14889.85,182101.36,1330534.94,94618.88,24546.5,640691,247983.1,1356360,865638.5,140421.02,45873,117934.36,86110.055,54623.01,709325,33019.43,13635.35,19693,9756,21918,24343,302996.245,414326.14,456242.12,133174.8,168138,120075,413154,37437.95,79996
2020/2/16,158809.2,37668.43,212094.9475,114929,163056.03,14253.35,177733.91,1289803.108,93704.87,23754.3,596771,236530.1,1257258,824203.5,128461.17,43733,112732.8625,82684.47,54098.62,619946,31202.62,12634.99,19149,10068,22698,23469,296726.485,402832.14,402180.52,127651.6,152342.68,116345,403997,34869.83,76315
2020/2/17,191231.5,37460.58,241229.34,119989,188013.38,15324,206955.54,1553167.525,106934.18,26174.1,705269,246160.3,1454664,946031,145024.45,49268,128042.0375,92097.755,53722.63,841443,35694.78,15146.8125,21385,9948,22780,26636,332630.415,425913.97,490097.57,148393.4,176787.12,118477,445586,40805.77,85827
2020/2/18,193776.5,36863.27,246458.9375,117587,189893.43,14367.51,209639.23,1598315.798,107574.25,25665.4,728065,244974,1525469,961698,148016.29,50390,130666.6325,93698.82,51836.85,861360,36429.04,15708.865,21699,9989,22359,27360,336087.86,428252.87,503729.88,151783.1,178323,123063,433660,41839.68,87866
2020/2/19,201690.3,36225.24,252003.4325,119152,195604.97,13225.11,214204.78,1579342.135,106757.47,26139.3,727715,250007.5,1546592,977328,146970.6,49576,131120.82,93622.935,53378.78,874319,36442.52,15770.9475,21873,9923,22623,27517,337226.255,442414.01,508484.8,151326.6,180046.56,124821,448883,41968.53,88622
2020/2/20,199193.8,37719.705,249914.3625,123390,190909.86,12095.93,212437.71,1560092.79,107341.31,26341.3,725937,258492.8,1522270,940536.5,147853.72,50178,131336.94,92151.15,53873.48,869664,36586.69,15700.4125,21709,10345,22821,26689,342081.0225,447971.28,509986.59,151031.7,182668,127869,459278,42572.77,88492
2020/2/21,194774.6,37006.86,249409.035,120682,186675.84,13231.73,210212.59,1542127.428,102309.14,26621.5,715510,253247.7,1535363,943521,150955.88,50313,134544.235,92690.365,53968.83,858561,36486.68,15626.35,22058,10056,22375,26324,335432.7,435573.69,514991.66,147696.2,182188,129493,428593,41851.44,89276
2020/2/22,165531.8,37350.99,223663.3425,113527,172052.97,13047.7,181891.52,1361811.57,93166.06,23834.8,636216,236108.6,1381830,838362.5,147480.07,46996,119173.24,84402.605,53872.28,707213,33051.83,13640.0925,19527,9880,22658,24357,306161.0775,404478.92,448719.54,128647.3,165250,121406,399929,36857.1,79895
2020/2/23,156674.6,36902.39,217746.3225,112925,168432.68,12669.04,175370.12,1258243.548,93908.86,22533.9,586778,228848.1,1274743,846604,136253.35,44202,114589.185,82078.305,55204.53,619020,31786.61,12947.2475,18633,9979,22338,24135,300080.3175,408925.99,404448.68,117922.2,153398,101257,410362,35696.58,75863
2020/2/24,192175.5,34453.595,247404.19,116991,180365.27,12542.54,205963.85,1478923.71,105780.69,22621.9,697121,250243.2,1406048,974135,144148.6,49210,126697.58,89528.215,54894.61,810384,35531.35,15404.06,21198,9863,21879,27501,339481.7425,446480.25,497070.65,132694.7,173522,124967,456834,41250.35,84917
2020/2/25,193032.1,33348.31,246212.92,115744,188116.21,12302.86,208706.22,1538961.33,107830.44,26423.5,707185,259805.8,1469605,990301.5,142761.3,50122,128036.6975,93189.38,53082.04,849672,36977.74,15646.675,22136,9635,21607,27456,327270.2325,460414.72,511449.11,125368.3,175478,121995,475007,42611.53,86215
2020/2/26,202322.2,33261.03,261113.0325,112238,199882.51,11357.32,211261.54,1538259.668,108080.33,27100.2,715852,268482,1595124,998688,136326.32,50691,134001.265,93976.14,51783.46,863653,36176.65,16034.49,21640,9640,24723,27024,340928.28,469313.22,511196.69,146937.5,173835,118630,494335,44014.96,87360
2020/2/27,198914.6,32863.39,265921.58,116197,204399.93,10296.44,212054.84,1548444.32,113236.16,27273.4,713394,270690,1632986,974051.5,136959.33,50881,130607.4,92122.745,52763.35,863029,37218.02,16426.04,22167,10050,24446,26756,350972.58,481705.98,515613.8,149179,177531,126069,489520,42913.27,86942
2020/2/28,198859,36739.42,255165.0375,118886,195160.38,10303.23,212227.98,1532136.76,104059.2,27597.3,692001,277134,1595138,994225,140834.98,50447,133858.1125,90936.26,52986.11,845441,36878.33,16002.115,22103,10433,24112,26323,339371.48,469805.87,513629.55,147087.9,179497,130459,470963,41963.78,88704
2020/2/29,172408.4,37124.6,222582.855,113708,168880.96,12128.19,186218.01,1338145.533,94483.61,25154.7,636197,264989,1399349,866893.5,139328.2,47790,119569.405,86474.74,52757.23,700042,32914.13,13754.3475,19435,9983,24804,23922,301695.8325,451915.96,451104.22,133912.5,164946.14,124246,428069,37865.61,80173
2020/3/1,158278.4,33554,215958.845,109315,177862.81,11530.51,177591.88,1231186.03,91950.46,23585,593926,248468.1,1360196,849154.5,129526.6,45197,113362.1675,83005.335,53291.26,626458,31551.97,12988.3075,18685,10322,25888,23256,285145.025,439545.71,399336.14,126832,151267,117100,418782,35671.37,76738
2020/3/2,190562.3,26698.58,247531.5525,107113,197021.16,11436.77,204211.5,1480401.735,100423.6,25505.2,704457,256772.8,1558668,978137,119267.64,49068,126092.305,91738.06,53000.02,844291,35604.34,15459.5375,21064,9487,24897,26892,340553.18,449862.64,500514.35,146893.3,174645,116306,453050,40045.07,86304
2020/3/3,198171.6,26014.09,251378.945,99183,195728.59,12058.04,209984.06,1502532.515,103445.08,25882.8,730558,258608.7,1619205,964214,129726.37,49657,130639.96,92107.465,52838.72,869977,36145.76,15975.08,21442,9786,22156,27736,323941.92,451337.11,511597.32,154062.1,174452,114110,457053,41043.82,88169
2020/3/4,196741.8,29199.67,252915.2125,104490,192274.73,10719.81,209254.19,1507137.97,103511.57,26575.4,719745,260690.8,1609699,987128,135967.08,50282,131604.035,91968.19,52970.72,862861,36041.27,15926.02,21705,9937,22213,26923,324573.355,451449.69,512381.18,152456.7,175346,119386,470219,42884.19,87470
2020/3/5,195423.6,29636.67,255565.22,113659,195455.9,9923.95,207482.36,1516273.203,105222.46,25841.3,716350,253466.8,1563139,992139.5,137382.06,49385,128124.2325,91593.97,54462.24,864283,35707.68,15980.3325,21274,9577,21736,26973,342018.8375,449652.75,503002.32,151538.2,178176.4,119701,465044,42617.1,87428
2020/3/6,194860.5,29448.04,247464.4375,110940,197762.88,10952.38,206791.58,1522814.015,107653.09,25506,720392,255656.7,1591273,989190.5,134821.79,50441,133941.665,90385.775,54243.1,855641,35251.59,15994.775,21213,10071,21079,26166,335285.94,455068.66,511165.27,149861.7,173160,122008,454482,43803.01,89148
2020/3/7,168946.4,29699.78,217865.17,102228,172356.33,10904.34,182697.66,1289490.078,94507.44,23111.4,645907,246071.7,1447166,875481,125568.05,46297,119206.9575,84213.585,54289.95,705236,32362.28,13761.25,19085,9701,19633,23639,286951.6225,433311.6,452524.21,131119.6,158132,117766,414867,37761.82,80041
2020/3/8,153965.8,29753.98,206819.1025,102468,176247.95,11045.03,177689.72,1224753.703,98692.58,22113,598441,236056.8,1346925,808136.5,120301.54,43673,112643.0575,79627.725,54202.35,622012,31115.4,12767.485,18376,10384,19050,22254,288177.0175,405004.49,401594.08,125300.6,148400.59,116010,400625,35122.83,75740
2020/3/9,194453.8,32681.07,238006.61,113802,191695.65,11757.3,209307.08,1460127.94,100824.87,24623.6,702581,248279,1508047,929849,141656.65,49358,125711.8525,91049.255,54787.68,810564,35386.33,15300.42,21057,9743,18055,26369,320075.1725,420751.89,494388.15,145905.7,172844,124490,428136,41612.67,85757
2020/3/10,196539.8,30773.21,241459.595,116052,199122.47,11720.73,209850.86,1604077.203,106552.04,25126.9,706813,247019,1501070,913690.5,138569.23,49475,126888.5825,90029.485,53758.95,830278,35200.46,15720.635,21483,9768,17617,25914,340883.675,432848.22,501862.06,147067.6,176054,126044,431432,42379.42,86833
2020/3/11,192114.4,31166.83,240828.7925,111390,185788.33,11713.2,206486.95,1552049.81,102181.36,25454.1,708662,245900.7,1385583,925524,139072.09,49121,130205.0825,90830.74,53518.99,813937,31500.89,15483.7,21502,9576,18514,26849,319137.6975,421792.44,497058.39,146098.8,174302,122640,430002,41609.67,87052
2020/3/12,185927.9,29520.73,230748.0275,104478,182924.68,10973.22,200012.17,1565464.075,104696.14,25299.9,701490,246589.9,1386387,940217.5,130233.14,48156,124196.875,92561.84,54394.13,780992,34843.4,15511.5425,21505,9214,18600,26972,313883.83,428651.52,494754.05,145307.4,168601,115090,443721,41289.68,83794
2020/3/13,186206.1,28394.29,236236.5625,100825,187050.16,11161.12,196538.18,1532003.43,101955.67,25273.9,691068,256722.6,1411984,943541.5,129153.7,48560,129776.0325,90343.42,54835.21,741350,34776.05,15576.2075,21136,8740,19461,24911,322662.8,442613.45,494678.94,143604.8,167180,112469,461658,42296.11,83991
2020/3/14,159791.8,29605.78,213270.5775,94519,169859.93,11215.09,173491.32,1251343.445,90081.19,23342.5,607885,252798,1299671,855808,125174.02,44402,114526.1475,83693.055,54092.53,616386,32918.47,13687.2425,19383,8637,19370,22294,281144.445,432206.34,437762.48,126872.6,154900,113257,448766,36715.04,75892
2020/3/15,146586.8,30698.93,203739.4875,103745,171668.39,11668.76,171262.34,1216726.483,90502.16,22346.3,567277,239561.6,1197886,810067.5,120534.9,42147,104762.9675,78424.19,54140.97,555526,31502.64,12495.8425,18457,9309,19117,21421,279760.965,402415.91,390601.47,120593.7,147188,113023,420289,34475.83,73348
2020/3/16,172970.2,31999.52,238443.805,111622,180809.31,12305.97,196503.31,1417429.983,97724.36,25442.3,667352,243408.9,1344751,920333,131072.43,47911,122256.58,86224.58,53492.09,688300,34366.34,14511.78,21142,8800,19418,25841,301886.4325,421531.86,472267.47,141999.7,168910.93,120744,442449,39391.19,82378
2020/3/17,173027.1,29595.78,230474.59,109293,174591.53,12562.26,198165.21,1447551.72,100863.5,24634.1,670244,249426.3,1287136,901775,137670.27,47986,124161.015,80564.325,52448.81,698366,33808.11,14284.45,20955,8915,18626,24975,299780.8775,404907.91,477233.02,143560.7,169882,118559,418200,39093.85,82226
2020/3/18,166516.5,30336.37,225058.5125,107358,168485.33,10831.08,192675.69,1442610.678,100643.45,24359.3,649121,236514.5,1194317,929771.5,134284.46,46884,122480.73,86434.915,52459,692390,33389.23,14073.465,20827,8799,19009,26478,305516.0775,406067.6,467952.39,137937.6,167463.97,115319,419817,38168.86,80264
2020/3/19,163371.3,30327.52,231451.1125,106871,159481.78,10056.72,187099.3,1387390.51,97327.93,23435.9,605042,237218.1,1133107,948095.5,133550.91,45297,121289.3575,86340.6,53747.43,677349,33037.67,13469.3875,20239,8598,19020,26231,309647.7775,414869.4,466761.01,134322,164842,114277,422350,37674.09,78277
2020/3/20,156865,29961.26,224217.4775,103337,157135.71,11168.22,181420.25,1367754.168,95291.97,23699.8,617048,249262.7,1109046,919684.5,130769.67,44849,118307.045,86031.72,53530.83,662585,32928.21,12935.24,20461,8384,19116,26001,310054.69,423312.21,467503.93,136291.9,160375,111232,425811,36660.43,76556
2020/3/21,151141.9,31768.09,201525.5125,94210,164439.02,11002.6,168309.82,1252126.52,89785.54,22194.4,584114,244999.5,1087656,804434.5,124579.66,41697,111696.4225,80655.67,53606.19,555460,30462.37,12077.2,18789,8265,20359,23138,264039.425,409558.74,418743.3,120026.1,145281,106320,411497,32905.54,72922
2020/3/22,143250.9,31894.01,194627.9975,96996,164792.71,11994.8,169674.36,1177382.843,89029.65,21514.9,553970,238660.3,1103278,814533.5,124132.46,40371,107973.1075,76707.705,53797.34,510488,29829.16,11434.2375,18445,8672,23233,21948,250567.015,407852.29,382953.44,112276.6,141929,108134,413535,33204.68,71173
2020/3/23,170714.1,31269.675,213529.455,116135,184963.2,11010.53,194704.51,1387802.685,100628.47,24502,622332,250439,1188901,901078.5,134265,47705,126547.445,84060.31,53731.01,625047,33454.62,12559.545,20773,9523,23272,25295,284847.4,426417.58,457890.57,125730.5,169262,120014,436922,38526.13,79152
2020/3/24,173159.8,32253.74,219790.7225,121564,172508.54,10706.1,197018.63,1390283.8,98540.85,24078.4,629031,242774.8,1219034,848409,131282.3,50276,124960.2425,83982.2,52999.46,637906,33490.89,12461.325,20716,10112,22776,26332,284196.6,420577.34,466068.16,126739,170310,127399,419649,40504.26,79466
2020/3/25,175390.5,32570,216698.79,121678,175396.55,9389.81,195667.2,1383116.84,97447.71,23167.6,630879,238378.7,1240060,808845.5,118866.02,50332,127681.13,82786.965,52364.86,637526,32989.57,12372.1675,20501,9972,24018,26618,282945.5475,406200,460537.57,126495.2,165928,128375,413365,41702.81,80547
2020/3/26,175402.5,31780.8,211027.0475,118962,173992.69,9018.54,192643.21,1366133.143,96656.82,22994.8,626516,235655.6,1262736,798100,132377.42,50105,122649.3625,82189.03,52862.24,621897,32063.51,12127.4075,20282,9377,21576,26539,282401.725,403030.7,457420.89,126744.4,163918,125859,413019,42187.24,78886
2020/3/27,160961.4,31838.68,210105.6575,110661,165083.39,10675.02,179446.68,1324383.308,92990.44,23118.6,634571,234506.7,1233676,797228,141213.09,47089,115018.4575,81278.7675,52454.67,599534,30899.13,11951.5225,20152,9245,20445,25684,279537.0925,402968.52,444098.02,125228.9,155810,118792,409084,38599.72,75351
2020/3/28,139600.9,32206.52,191819.7575,100692,159630.17,10454.56,156664.04,1166105.663,85801.85,20300.5,572755,223923.7,1120580,710729.5,133055.83,42582,103815.1575,74193.155,52595.24,528225,27792.48,11101.645,17704,8912,19574,23661,255424.9125,400025.14,392760.36,112563.4,141323,111894,379879,33108.8,69187
2020/3/29,136677.8,32852.67,192600.725,97368,166558.83,10222.87,158494.61,1179708.368,87845.14,20839.6,530455,227423.9,1158638,738378,122005.57,39806,98979.5475,72870.435,51572.71,492692,27801.02,10979.5275,17683,9086,19105,22502,251928.4475,409767.73,368475.12,107466.7,128368.61,112095,397642,31026.59,67423
2020/3/30,169114.9,32109.29,218573.3025,99100,174643.07,10531.41,184231.08,1347956.345,97167.98,24319,578595,246513.2,1328683,856941.5,124077.89,44433,116223.875,79069.765,51550.06,590246,31544.88,12041.205,20352,8521,18045,26844,291637.22,423422.2,446150.88,127520,149127.73,112226,441783,37060.02,76415
2020/3/31,170554.7,29490.59,215758.8425,107607,171336.55,10712.63,187091.87,1355226.578,98090.43,24460.5,581321,249461.1,1292828,850326,122801.08,46222,114434.9825,78730.085,51710.93,599788,31986.52,12092.97,20186,9015.16,16882,27208,277433.0575,412490.11,456218.53,133809.3,159680,117395,421975,37357.3,77176
2020/4/1,166616.7,30926.22,208923.325,116983,172473.15,9910.88,187922.61,1386494.088,98184.61,23267.7,573868,240056.5,1252691,845842.5,129315.77,46560,114727.88,78237.58,51429.59,624959,32550.16,12110.6575,20327,9665.09,17721,27328,287820.675,400881.1,447183.1,133233.6,157469,120924,406934,37803.78,76675
2020/4/2,163021.1,31915.18,209616.7225,115459,163411.79,9590.6,183878.86,1388189.385,98391.42,23368.6,568457,239658.4,1249891,789436.5,127822.4,46247,114284.3725,77993.43,51881.13,604343,31891.36,12104.7175,20072,9098.3,16965,26874,289005.175,414862.89,445760.96,127942.7,154958,118500,417963,37400.58,75581
2020/4/3,157679.2,31825.2,205112.1825,108119,159111.15,10301.25,179471.08,1361540.385,93608.43,23618.1,554615,242843.5,1212883,793961,133992.59,44999,112086.7025,76288.83,53760.67,594309,30898.61,12238.7325,19785,8900.79,16797,25529,287649.335,419043.84,440310.58,124134.6,150564.01,114411,423167,36137.7,73746
2020/4/4,138570.3,30402.06,187950.8825,103792,151422.59,10303.05,156543.83,1134240.07,84307.17,20520.6,514565,229326,1092976,735916,128322.52,41045,100570.465,72430.645,53840.52,527810,28152.55,11147.22,17729,8759,15521,22574,246328.335,399777.46,390258.18,113605.3,141595,109005,386095,31878.6,66899
2020/4/5,129638.4,28645.21,174755.9775,103681,162073.81,10190.99,151970.09,1101738.603,83757.86,19838.8,492336,223637.9,996454,609033.5,120900.78,38525,96338.4,71988.61,53064.89,490002,27198.19,10392.6275,17065,8721,15949,20745,233124.8575,379600.39,355720.87,111780.7,131188.75,105095,367820,30348.87,64422
2020/4/6,153951.3,32553.86,202495.4375,106551,162433.56,10299.03,168625.48,1289731.525,90516.3,22210.7,542405,230554.1,1068653,693838.5,132495.28,41559,107653.935,75358.215,52612.31,589876,29856.46,11575.15,19232,8135,15756,20022,269702.33,373220.64,418128.05,124922,147252,108321,374710,34536.44,71673.7
2020/4/7,152740.3,28446.24,206720.585,103039,152900.18,10090.2,168414.88,1286727.453,88698.74,21413.5,539362,224191.2,1066738,730832,132839.33,41569,108126.5575,74287.94,51309.77,600391,29530.52,11708.11,19177,7936,16073,21008,267662.975,358715.77,420225.97,122991.8,146818.89,105974,379842,34667.94,70831
2020/4/8,150802.5,28518.98,207586.85,100558,147238.11,10190.55,166794.19,1267472.31,88356.12,21030.7,529505,224719.3,1035707,717276.5,125000.88,41617,107139.09,75031.075,50524.52,602200,29596.35,11580.02,19278,7842,13506,22700,271267.825,364718.75,419641.24,121598.4,145048.73,105613,371159,35275.1,70198
2020/4/9,149349.1,29170.49,203980.0475,97308,145857.77,9130.02,160024.81,1251303.388,79277.92,21402.8,505699,222870.7,1006042,716339,121197.65,41108,104853.7575,73810.735,49751.56,599041,29088.66,11732.7675,19370,7688,12858,22549,270502.035,359979.62,412099.22,121277.6,143520,102860,366598,35136.33,67985
2020/4/10,139979.1,29991.59,201421.56,94308,132132.58,10316.64,138835.5,1031435.153,79754.55,19259.5,485030,216386.3,977198,680242,117285.55,39782,91383.17,72653.635,50872.54,576654,29968.5,11618.15,17176,7580,14217,22492,261023.095,361299.9,406890.77,108403.4,141129,98930,349215,34302.55,60467
2020/4/11,122599.3,29392.8,187430.405,87988,137842.61,10512.11,135761.85,1039648.742,81002.5,19235.3,493601,214461.1,915988,648900.5,110818.64,38026,91717.39,68769.145,50802.68,497317,27506.35,10702.755,16780,7289,14564,21455,240106.49,366958.57,361518.88,103680.3,133952.12,94348,338865,29575.13,60590
2020/4/12,113285.5,29003.3,179943.145,87296,140013.86,11295.89,131219.37,988809.595,75421.02,19594,476227,212918.6,884040,644078,105262.33,32216,85801.8725,68406.905,51481.48,455561,24898.79,10141.2225,15988,7290,14827,21422,234438.005,354522.99,300042.71,96113.4,122127,91097,326389,26297.6,56976
2020/4/13,120583.4,29696.645,173724.8575,91311,151087.61,11214.03,134542.3,1050082.538,82743.97,21861,517441,211227.7,907140,640945,110573.6,32941,85319.2575,66958.195,51984.52,454898,25335.5,10396.785,16568,7381,14916,25242,242871.7475,381250.97,308511.95,109186.9,138943,95191,362130,27196.63,56535
2020/4/14,153360.5,26746.31,209259.3275,92284,153773.13,10068.53,166432.21,1260211.473,92568.62,22690.8,562080,230115.7,1023847,745375,109949.61,40859,105756.32,73118.68,51918.62,588829,29712.18,11838.6625,19760,8129,14509,25133,283861.2325,404830.39,404170.7,118420.2,145206.84,101830,387458,35072.71,68326
2020/4/15,154539.3,27612.99,206518.9975,97947,158010.43,9788.79,168930.74,1285567.733,92287.08,22666.1,574962,226533.7,1049672,727798,114354.77,41489,108215.425,73177.29,51554.08,609044,30647.38,11935.8575,19663,8261,15312,24852,269809.6225,375078.52,431961.47,122446.3,145750,104689,373172,35271.41,71393
2020/4/16,152480.5,28073.59,204586.9925,83918,149846.82,8537.38,163981.74,1281623.06,91158.55,23000.9,574263,224636.2,1027813,722941,111903.61,40965,106283.9975,72964.525,52759.17,617668,29794.02,12092.7725,19499,7927,15316,24419,269139.0325,372614.78,427336.4,124106.9,139767,102384,371133,35382.31,70290
2020/4/17,146235,26499.33,197026.955,74120,144422.11,8678.21,157522.45,1234523.445,89661.99,22067.7,570088,229223.1,993570,691050,102355.58,40228,104326.9925,71421.58,53298.99,612285,29879.98,12067.245,19192,7508,15401,23540,265681.7025,377079.7,421935.59,120907.5,126206.17,92345,370225,34075.14,69314
2020/4/18,127443,27184.5,191565.4125,80016,139370.27,9700.07,138023.44,1088427.513,80502.61,19905.6,524110,217348,917755,702603,108889.6,37481,94543.855,68871.83,53024.46,531741,28015.67,10877.2925,17249,7594,15207,20775,256236.2075,354533.92,379712.39,107802.9,127273,92693,347445,29732.7,63372
2020/4/19,125653.5,26707.58,180244.9875,73912,152826.91,10142.62,139150.01,1054971.75,78840.97,19226.7,494499,207170,894958,652360,93241.09,35138,92936.205,67369.83,52701.37,486404,27049.37,10379.4775,16684,7293,15171,20451,232408.67,338978.41,349139.51,102615.8,107575,82605,330199,28357.7,62809
2020/4/20,152724.6,25192.06,189402.78,76853,171055.92,10287.37,163561.54,1297561.075,91404.76,21599.3,559057,214549.7,998692,626922.5,93535.88,38914,103403.1875,70631.845,52193.17,646982,30454.92,12012.425,19213,7089,14664,23451,265374.66,347967.87,422393.82,120748.8,111109,84701,351782,33694.26,68441
2020/4/21,154344.5,26111.22,190643.6,93043,176359.9,10223.82,165785.14,1335785.84,92019.85,21086.8,577077,210823.8,1020372,625749,103512.11,40462,105263.71,71744.485,52030.3,663329,30373.4,12405.535,19032,7669,14498,23466,268321.0925,337372.92,429778.59,122408.6,129606,96065,345707,34358.1,69601
2020/4/22,153746.9,26208.78,198043.8575,93334,160153.84,9557.2,164188.42,1314900.835,90732.3,20870.3,579523,208831.1,1024323,667628,110021.08,39915,106651.2525,72608.48,52101.87,655893,29964.25,12489.915,18894,7716,15129,23545,269094.7525,335272.6,430157.72,121573.5,138420,97959,333449,34489.16,70144
2020/4/23,153417.3,25897.63,202494.61,91789,149103.99,8903.98,161062.28,1276539.573,90791.36,20698.5,576823,206416.8,1020228,706697,108405.54,39323,107383.2225,72835.53,52651.79,643265,29619.15,12567.9775,18746,7540,14696,23479,269036.645,340362.87,428032.05,119857.3,133539.72,96356,330285,34436.48,70006
2020/4/24,148312.4,27164.36,200655.9525,90869,148749.04,10196.17,155135.68,1260172.37,88006.64,21551,569877,209869.9,992128,698618.5,109428.8,39196,105080.425,72440.375,53048.33,622305,29199.85,12411.86,18481,7336,14914,23572,265739.525,341364.65,421759.91,118022.2,132060.74,94140,336121,32972.61,69346
2020/4/25,128248.6,29142.31,186771.2675,84287,142175.4,10332.86,138225.64,1100552.628,79383.3,19504.7,529214,202279.1,909831,667685.5,104945.04,36469,95201.3025,67616.75,52748.09,499950,26871.13,11029.1125,16503,7179,15106,21105,248781.4525,331391.18,379113.79,106216.1,129691.6,90733,316773,27584.5,63558
2020/4/26,120902.2,27134.83,180060.4375,84078,143135.91,10455.26,139153.5,1025683.148,79994.27,19185.5,497365,197588.4,893921,662895.5,99604.01,34992,91666.81,67384.475,53401.09,486306,26405.1,10557.1125,16253,7295,15238,20771,229770.5525,331993.89,352427.89,103780.5,119405.63,89704,322691,25810.7,61540
2020/4/27,151804.1,27189.015,201482.2125,86952,151046.01,10597.78,161586.97,1248925.013,93353.1,21739.9,565137,212979.4,998834,721780.5,109094.21,39064,104476.405,72173.32,53585.5,616182,29779.32,12395.1225,18683,7134,14756,24629,235833.9975,364938.65,419353.75,118552.6,135282.84,92844,370730,26541.36,70050
2020/4/28,152642.7,27450,213262.3375,86559,153018.98,10549.91,159908.67,1280022.598,92147.63,23536.7,575880,214550.3,1025397,755010,109825.8,39709,105403.3925,73125.715,52827.93,660212,29809.13,12682.96,18864,7238,14620,25420,293248.8925,369743.94,428361.62,120477.9,138528.73,91598,385876,30753.44,70583
2020/4/29,159468.1,28508.14,210396.1375,84301,156575.22,9865.56,162925.34,1300130.838,94859.32,22588.4,576719,218924,1036503,767444.5,106551.45,40072,105847.7275,73688.065,52881.11,651628,30549.13,12525.76,19263,7388,14750,25614,286606.705,364881.8,426741.15,123142.8,137789,91934,385162,31407.41,71161.9
2020/4/30,151337.2,27719.85,201150.625,78794,169257.8,9297.42,153932.59,1284847.223,94655.97,21472.2,563071,217957.4,1040652,750494.5,104730.18,38948,102514.19,73840.71,53715.89,627894,29792.45,12443.5975,18558,7224,13418,24354,277951.3525,365726.66,409970.84,121138.3,136275.24,90319,372284,29292.8,69067
2020/5/1,126033.3,27647.8,182273.79,76466,174609.73,9231.37,131317.7,1045474.018,87111.52,18126.7,494068,200251.6,941616,733957,92475.55,34136,89240.8875,72481.165,52577.23,474578,26487.02,10947.68,16075,6991,12354,23863,284724.6875,345948.67,343645.39,107279.8,123516,84137,343117,24232.53,61088
2020/5/2,128640.2,23759.24,186346.6375,75983,163766.3,10738.7,129841.69,1077451.13,79896.63,17831.9,505850,194015.5,954985,673644,96605.97,35171,88712.68,68341.965,53348.13,503148,26799.84,10943.64,16049,7114,13727,23501,254597.1275,333437.26,338455.16,103221.8,122362,87490,324737,24205.25,60873
2020/5/3,121666.7,25652.92,187367.3725,79845,150826.83,10892.96,132896.2,1020554.833,77123.93,17567.3,490569,189574.9,920409,688947,93701.47,33446,87671.6975,65894.94,53663.46,474690,25647.09,10722.3675,15616,7476.5,13949,21899,240728.2675,329723.6,322941.56,99783.5,119357,87898,312861,24968.17,60607
2020/5/4,154557.5,25236.9,211731.6775,87336,145310.27,11059.66,161345.82,1280966.903,91073.02,20521.2,560835,206197,1010859,723551,103095.92,38139,102136.325,65803.285,53630.76,643493,29691.79,12490.6275,15441,7426.5,13851,21525,263156.8325,359790.7,410685.93,116227.4,140455,94603,363162,32059.28,69623
2020/5/5,162631.5,26374.16,210194.57,82934,156788.41,11117.12,166413.18,1308860.453,91713.91,20092.5,581233,202198,1023159,735610,108958.13,39558,107765.99,71021.925,51782,686138,30264.29,12678.7775,18168,7341,13555,25251,244928.9475,359686.63,429516.89,117479.2,140849.12,94951,364424,34801.33,72580
2020/5/6,156573.5,26878.31,214589.6425,82125,158751.96,10318.78,169462.27,1310285.453,91973.56,19843.7,586107,201473.9,1014536,751199.5,108973.11,39967,107070.2025,71878.58,51439.57,696593,30193.33,12815.6175,18189,7599,13487,25560,266151.4775,342413.73,436897.83,118297.2,143601.47,96455,343040,34122.59,73895
2020/5/7,153118,26692.54,215824.525,85927,161152.22,9611.89,159231.08,1287149.605,90984.96,20143.4,577732,200625.5,1008871,716323.5,107532.84,39566,104325.5775,72253.295,53127.34,691733,29955.31,12832.3325,18445,7443,13686,24516,269371.19,346938.54,432703.66,117860.7,144075,95666,347277,33770.77,69719
2020/5/8,147686,27060.45,212247.3275,85053,152042,11085.41,133224.21,1239632.425,79679.59,19779.2,570028,202969.9,911991,668531.5,111583.35,39234,102954.5525,71844.605,53475.32,683654,29596.02,12796.7875,18362,7263,13882,24761,270650.5325,343308.32,420942.34,117368.5,139999,93317,338394,32911.16,60554
2020/5/9,128442.3,27980.88,191269.1925,79610,139729.88,11344.13,129764.14,1069222.36,76633.84,17638.4,517633,191141.5,895985,644563,109412.2,36324,93386.495,66757.045,52937.24,562186,26787,10855.515,16380,7087,14034,21503,242276.115,326861.32,371196.21,104911,128939,89523,311578,28398.9,59432
2020/5/10,121428.1,29302.07,184681.1125,78430,149377.32,11536.09,132076.63,1025837.113,78565.11,16727.5,485596,186649,876498,590403,104416.54,33974,90343.3875,65596.74,52358.12,510049,25908.44,10642.45,15664,7389,14200,21583,247701.495,336408.27,337198.53,98730,117873,84974,311088,27662.28,58866
